Code,Decimal,Description,Abbreviation / Key
U+2581,NaN,Lower one eighth block,▁
U+2582,NaN,Lower one quarter block,▂
U+2583,NaN,Lower three eighths block,▃
U+2584,NaN,Lower half block,▄
U+2585,NaN,Lower five eighths block,▅
U+2586,NaN,Lower three quarters block,▆
U+2587,NaN,Lower seven eighths block,▇
U+2588,NaN,Full block,█
U+2589,NaN,Left seven eighths block,▉
U+258A,NaN,Left three quarters block,▊
U+258B,NaN,Left five eighths block,▋
U+258C,NaN,Left half block,▌
U+258D,NaN,Left three eighths block,▍
U+258E,NaN,Left one quarter block,▎
U+258F,NaN,Left one eighth block,▏
U+2590,NaN,Right half block,▐
U+2591,NaN,Light shade,░
U+2592,NaN,Medium shade,▒
U+2593,NaN,Dark shade,▓
U+2594,NaN,Upper one eighth block,▔
U+2595,NaN,Right one eighth block,▕
U+2596,NaN,Quadrant lower left,▖
U+2597,NaN,Quadrant lower right,▗
U+2598,NaN,Quadrant upper left,▘
U+2599,NaN,Quadrant upper left and lower left and lower right,▙
U+259A,NaN,Quadrant upper left and lower right,▚
U+259B,NaN,Quadrant upper left and upper right and lower left,▛
U+259C,NaN,Quadrant upper left and upper right and lower right,▜
U+259D,NaN,Quadrant upper right,▝
U+259E,NaN,Quadrant upper right and lower left,▞
U+259F,NaN,Quadrant upper right and lower left and lower right,▟
U+25A0,NaN,Black square,■
U+25A1,NaN,White square,□
U+25A2,NaN,White square with rounded corners,▢
U+25A3,NaN,White square containing small black square,▣
U+25A4,NaN,Square with horizontal fill,▤
U+25A5,NaN,Square with vertical fill,▥
U+25A6,NaN,Square with orthogonal crosshatch fill,▦
U+25A7,NaN,Square with upper left to lower right fill,▧
U+25A8,NaN,Square with upper right to lower left fill,▨
U+25A9,NaN,Square with diagonal crosshatch fill,▩
U+25AA,NaN,Black small square,▪
U+25AB,NaN,White small square,▫
U+25AC,NaN,Black rectangle,▬
U+25AD,NaN,White rectangle,▭
U+25AE,NaN,Black vertical rectangle,▮
U+25AF,NaN,White vertical rectangle,▯
U+25B0,NaN,Black parallelogram,▰
U+25B1,NaN,White parallelogram,▱
U+25B2,NaN,Black up-pointing triangle,▲
U+25B3,NaN,White up-pointing triangle,△
U+25B4,NaN,Black up-pointing small triangle,▴
U+25B5,NaN,White up-pointing small triangle,▵
U+25B6,NaN,Black right-pointing triangle,▶
U+25B7,NaN,White right-pointing triangle,▷
U+25B8,NaN,Black right-pointing small triangle,▸
U+25B9,NaN,White right-pointing small triangle,▹
U+25BA,NaN,Black right-pointing pointer,►
U+25BB,NaN,White right-pointing pointer,▻
U+25BC,NaN,Black down-pointing triangle,▼
U+25BD,NaN,White down-pointing triangle,▽
U+25BE,NaN,Black down-pointing small triangle,▾
U+25BF,NaN,White down-pointing small triangle,▿
U+25C0,NaN,Black left-pointing triangle,◀
U+25C1,NaN,White left-pointing triangle,◁
U+25C2,NaN,Black left-pointing small triangle,◂
U+25C3,NaN,White left-pointing small triangle,◃
U+25C4,NaN,Black left-pointing pointer,◄
U+25C5,NaN,White left-pointing pointer,◅
U+25C6,NaN,Black diamond,◆
U+25C7,NaN,White diamond,◇
U+25C8,NaN,White diamond containing small black diamond,◈
U+25C9,NaN,Fisheye,◉
U+25CA,NaN,Lozenge,◊
U+25CB,NaN,White circle,○
U+25CC,NaN,Dotted circle,◌
U+25CD,NaN,Circle with vertical fill,◍
U+25CE,NaN,Bullseye,◎
U+25CF,NaN,Black circle,●
U+25D0,NaN,Circle with left half black,◐
U+25D1,NaN,Circle with right half black,◑
U+25D2,NaN,Circle with lower half black,◒
U+25D3,NaN,Circle with upper half black,◓
U+25D4,NaN,Circle with upper right quadrant black,◔
U+25D5,NaN,Circle with all but upper left quadrant black,◕
U+25D6,NaN,Left half circle black,◖
U+25D7,NaN,Right half black circle,◗
U+25D8,NaN,Inverse bullet,◘
U+25D9,NaN,Inverse white circle,◙
U+25DA,NaN,Upper half inverse white circle,◚
U+25DB,NaN,Lower half inverse white circle,◛
U+25DC,NaN,Upper left quadrant circular arc,◜
U+25DD,NaN,Upper right quadrant circular arc,◝
U+25DE,NaN,Lower right quadrant circular arc,◞
U+25DF,NaN,Lower left quadrant circular arc,◟
U+25E0,NaN,Upper half circle,◠
U+25E1,NaN,Lower half circle,◡
U+25E2,NaN,Black lower right triangle,◢
U+25E3,NaN,Black lower left triangle,◣
U+25E4,NaN,Black upper left triangle,◤
U+25E5,NaN,Black upper right triangle,◥
U+25E6,NaN,White bullet,◦
U+25E7,NaN,Square with left half black,◧
U+25E8,NaN,Square with right half black,◨
U+25E9,NaN,Square with upper left diagonal half black,◩
U+25EA,NaN,Square with lower right diagonal half black,◪
U+25EB,NaN,White square with vertical bisecting line,◫
U+25EC,NaN,White up-pointing triangle with dot,◬
U+25ED,NaN,Up-pointing triangle with left half black,◭
U+25EE,NaN,Up-pointing triangle with right half black,◮
U+25EF,NaN,Large circle,◯
U+25F0,NaN,White square with upper left quadrant,◰
U+25F1,NaN,White square with lower left quadrant,◱
U+25F2,NaN,White square with lower right quadrant,◲
U+25F3,NaN,White square with upper right quadrant,◳
U+25F4,NaN,White circle with upper left quadrant,◴
U+25F5,NaN,White circle with lower left quadrant,◵
U+25F6,NaN,White circle with lower right quadrant,◶
U+25F7,NaN,White circle with upper right quadrant,◷
U+25F8,NaN,Upper left triangle,◸
U+25F9,NaN,Upper right triangle,◹
U+25FA,NaN,Lower-left triangle,◺
U+25FB,NaN,White medium square,◻
U+25FC,NaN,Black medium square,◼
U+25FD,NaN,White medium small square,◽
U+25FE,NaN,Black medium small square,◾
U+25FF,NaN,Lower right triangle,◿
Code,NaN,Description,Result
U+2700,NaN,Black safety scissors,✀
U+2701,NaN,Upper blade scissors,✁
U+2702,NaN,Black scissors,✂
U+2703,NaN,Lower blade scissors,✃
U+2704,NaN,White scissors,✄
U+2705,NaN,White heavy check mark,✅
U+2706,NaN,Telephone location sign,✆
U+2707,NaN,Tape drive,✇
U+2708,NaN,Airplane,✈
U+2709,NaN,Envelope,✉
U+270A,NaN,Raised fist,✊
U+270B,NaN,Raised hand,✋
U+270C,NaN,Victory hand,✌
U+270D,NaN,Writing hand,✍
U+270E,NaN,Lower right pencil,✎
U+270F,NaN,Pencil,✏
U+2710,NaN,Upper right pencil,✐
U+2711,NaN,White nib,✑
U+2712,NaN,Black nib,✒
U+2713,NaN,Check mark,✓
U+2714,NaN,Heavy check mark,✔
U+2715,NaN,Multiplication X,✕
U+2716,NaN,Heavy multiplication X,✖
U+2717,NaN,Ballot X,✗
U+2718,NaN,Heavy ballot X,✘
U+2719,NaN,Outlined Greek cross,✙
U+271A,NaN,Heavy Greek cross,✚
U+271B,NaN,Open center cross,✛
U+271C,NaN,Heavy open center cross,✜
U+271D,NaN,Latin cross,✝
U+271E,NaN,Shadowed white Latin cross,✞
U+271F,NaN,Outlined Latin cross,✟
U+2720,NaN,Maltese cross,✠
U+2721,NaN,Star of David,✡
U+2722,NaN,Four teardrop-spoked asterisk,✢
U+2723,NaN,Four balloon-spoked asterisk,✣
U+2724,NaN,Heavy four balloon-spoked asterisk,✤
U+2725,NaN,Four club-spoked asterisk,✥
U+2726,NaN,Black four-pointed star,✦
U+2727,NaN,White four-pointed star,✧
U+2728,NaN,Sparkles,✨
U+2729,NaN,Stress outlined white star,✩
U+272A,NaN,Circled white star,✪
U+272B,NaN,Open center black star,✫
U+272C,NaN,Black center white star,✬
U+272D,NaN,Outlined black star,✭
U+272E,NaN,Heavy outlined black star,✮
U+272F,NaN,Pinwheel star,✯
U+2730,NaN,Shadowed white star,✰
U+2731,NaN,Heavy asterisk,✱
U+2732,NaN,Open center asterisk,✲
U+2733,NaN,Eight spoked asterisk,✳
U+2734,NaN,Eight pointed black star,✴
U+2735,NaN,Eight pointed pinwheel star,✵
U+2736,NaN,Six pointed black star,✶
U+2737,NaN,Eight pointed rectilinear black star,✷
U+2738,NaN,Heavy eight pointed rectilinear black star,✸
U+2739,NaN,Twelve pointed black star,✹
U+273A,NaN,Sixteen pointed asterisk,✺
U+273B,NaN,Teardrop spoked asterisk,✻
U+273C,NaN,Open center teardrop spoked asterisk,✼
U+273D,NaN,Heavy teardrop spoked asterisk,✽
U+273E,NaN,Six petalled black and white florette,✾
U+273F,NaN,Black florette,✿
U+2740,NaN,White florette,❀
U+2741,NaN,Eight petalled outlined black florette,❁
U+2742,NaN,Circled open center eight pointed star,❂
U+2743,NaN,Heavy teardrop spoked pinwheel asterisk,❃
U+2744,NaN,Snowflake,❄
U+2745,NaN,Tight trifoliate snowflake,❅
U+2746,NaN,Heavy chevron snowflake,❆
U+2747,NaN,Sparkle,❇
U+2748,NaN,Heavy sparkle,❈
U+2749,NaN,Balloon spoked asterisk,❉
U+274A,NaN,Eight teardrop spoked propeller asterisk,❊
U+274B,NaN,Heavy eight teardrop spoked propeller asterisk,❋
U+274C,NaN,Cross mark,❌
U+274D,NaN,Shadowed white circle,❍
U+274E,NaN,Negative squared cross mark,❎
U+274F,NaN,Lower right drop-shadowed white square,❏
U+2750,NaN,Upper right drop-shadowed white square,❐
U+2751,NaN,Lower right shadowed white square,❑
U+2752,NaN,Upper right shadowed white square,❒
U+2753,NaN,Black question mark ornament,❓
U+2754,NaN,White question mark ornament,❔
U+2755,NaN,White exclamation mark ornament,❕
U+2756,NaN,Black diamond minus white X,❖
U+2757,NaN,Heavy exclamation mark symbol,❗
U+2758,NaN,Light vertical bar,❘
U+2759,NaN,Medium vertical bar,❙
U+275A,NaN,Heavy vertical bar,❚
U+275B,NaN,Heavy single turned comma quotation mark ornament,❛
U+275C,NaN,Heavy single comma quotation mark ornament,❜
U+275D,NaN,Heavy double turned comma quotation mark ornament,❝
U+275E,NaN,Heavy double comma quotation mark ornament,❞
U+275F,NaN,Heavy low single comma quotation mark ornament,❜
U+2760,NaN,Heavy low double comma quotation mark ornament,❞
U+2761,NaN,Curved stem paragraph sign ornament,❡
U+2762,NaN,Heavy exclamation mark ornament,❢
U+2763,NaN,Heavy heart exclamation mark ornament,❣
U+2764,NaN,Heavy black heart,❤
U+2765,NaN,Rotated heavy black heart bullet,❥
U+2766,NaN,Floral heart,❦
U+2767,NaN,Rotated floral heart bullet,❧
U+2768,NaN,Medium left parenthesis ornament,❨
U+2769,NaN,Medium right parenthesis ornament,❩
U+276A,NaN,Medium flattened left parenthesis ornament,❪
U+276B,NaN,Medium flattened right parenthesis ornament,❫
U+276C,NaN,Medium left-pointing angle bracket ornament,❬
U+276D,NaN,Medium right-pointing angle bracket ornament,❭
U+276E,NaN,Heavy left-pointing angle quotation mark ornament,❮
U+276F,NaN,Heavy right-pointing angle quotation mark ornament,❯
U+2770,NaN,Heavy left-pointing angle bracket ornament,❰
U+2771,NaN,Heavy right-pointing angle bracket ornament,❱
U+2772,NaN,Light left tortoise shell bracket ornament,❲
U+2773,NaN,Light right tortoise shell bracket ornament,❳
U+2774,NaN,Medium left curly bracket ornament,❴
U+2775,NaN,Medium right curly bracket ornament,❵
U+2776,NaN,Dingbat negative circled digit one,❶
U+2777,NaN,Dingbat negative circled digit two,❷
U+2778,NaN,Dingbat negative circled digit three,❸
U+2779,NaN,Dingbat negative circled digit four,❹
U+277A,NaN,Dingbat negative circled digit five,❺
U+277B,NaN,Dingbat negative circled digit six,❻
U+277C,NaN,Dingbat negative circled digit seven,❼
U+277D,NaN,Dingbat negative circled digit eight,❽
U+277E,NaN,Dingbat negative circled digit nine,❾
U+277F,NaN,Dingbat negative circled digit ten,❿
U+2780,NaN,Dingbat circled sans-serif digit one,➀
U+2781,NaN,Dingbat circled sans-serif digit two,➁
U+2782,NaN,Dingbat circled sans-serif digit three,➂
U+2783,NaN,Dingbat circled sans-serif digit four,➃
U+2784,NaN,Dingbat circled sans-serif digit five,➄
U+2785,NaN,Dingbat circled sans-serif digit six,➅
U+2786,NaN,Dingbat circled sans-serif digit seven,➆
U+2787,NaN,Dingbat circled sans-serif digit eight,➇
U+2788,NaN,Dingbat circled sans-serif digit nine,➈
U+2789,NaN,Dingbat circled sans-serif digit ten,➉
U+278A,NaN,Dingbat negative circled sans-serif digit one,➊
U+278B,NaN,Dingbat negative circled sans-serif digit two,➋
U+278C,NaN,Dingbat negative circled sans-serif digit three,➌
U+278D,NaN,Dingbat negative circled sans-serif digit four,➍
U+278E,NaN,Dingbat negative circled sans-serif digit five,➎
U+278F,NaN,Dingbat negative circled sans-serif digit six,➏
U+2790,NaN,Dingbat negative circled sans-serif digit seven,➐
U+2791,NaN,Dingbat negative circled sans-serif digit eight,➑
U+2792,NaN,Dingbat negative circled sans-serif digit nine,➒
U+2793,NaN,Dingbat negative circled sans-serif digit ten,➓
U+2794,NaN,Heavy wide-headed rightward arrow,➔
U+2795,NaN,Heavy plus sign,➕
U+2796,NaN,Heavy minus sign,➖
U+2797,NaN,Heavy division sign,➗
U+2798,NaN,Heavy south east arrow,➘
U+2799,NaN,Heavy rightward arrow,➙
U+279A,NaN,Heavy north east arrow,➚
U+279B,NaN,Drafting point rightward arrow,➛
U+279C,NaN,Heavy round-tipped rightward arrow,➜
U+279D,NaN,Triangle-headed rightward arrow,➝
U+279E,NaN,Heavy triangle-headed rightward arrow,➞
U+279F,NaN,Dashed triangle-headed rightward arrow,➟
U+27A0,NaN,Heavy dashed triangle-headed rightward arrow,➠
U+27A1,NaN,Black rightward arrow,➡
U+27A2,NaN,Three-D top-lighted rightward arrowhead,➢
U+27A3,NaN,Three-D bottom-lighted rightward arrowhead,➣
U+27A4,NaN,Black rightward arrowhead,➤
U+27A5,NaN,Heavy black curved downward and rightward arrow,➥
U+27A6,NaN,Heavy black curved upward and rightward arrow,➦
U+27A7,NaN,Squat black rightward arrow,➧
U+27A8,NaN,Heavy concave-pointed black rightward arrow,➨
U+27A9,NaN,Right-shaded white rightward arrow,➩
U+27AA,NaN,Left-shaded white rightward arrow,➪
U+27AB,NaN,Back-tilted shadowed white rightward arrow,➫
U+27AC,NaN,Front-tilted shadowed white rightward arrow,➬
U+27AD,NaN,Heavy lower right-shadowed white rightward arrow,➭
U+27AE,NaN,Heavy upper right-shadowed white rightward arrow,➮
U+27AF,NaN,Notched lower right-shadowed white rightward arrow,➯
U+27B0,NaN,Curly loop,➰
U+27B1,NaN,Notched upper right-shadowed white rightward arrow,➱
U+27B2,NaN,Circled heavy white rightward arrow,➲
U+27B3,NaN,White-feathered rightward arrow,➳
U+27B4,NaN,Black-feathered south east arrow,➴
U+27B5,NaN,Black-feathered rightward arrow,➵
U+27B6,NaN,Black-feathered north east arrow,➶
U+27B7,NaN,Heavy black-feathered south east arrow,➷
U+27B8,NaN,Heavy black-feathered rightward arrow,➸
U+27B9,NaN,Heavy black-feathered north east arrow,➹
U+27BA,NaN,Teardrop-barbed rightward arrow,➺
U+27BB,NaN,Heavy teardrop-shanked rightward arrow,➻
U+27BC,NaN,Wedge-tailed rightward arrow,➼
U+27BD,NaN,Heavy wedge-tailed rightward arrow,➽
U+27BE,NaN,Open-outlined rightward arrow,➾
U+27BF,NaN,Double curly loop,➿
